State,Geography,county_fips,Race,Religion,Sexual_Orientation,Disability,Gender,Gender_Identity,Gender_both,Total,Total crimes,% hate crime,AvgYears,Education Quintile
California,"Humboldt County, California",6023,2,1,0,0,0,0,0,3,5272,0.06%,15.86145672,Fourth
Michigan,"Isabella County, Michigan",26073,1,0,0,0,0,0,0,1,1340,0.07%,15.86925956,Fourth
Connecticut,"New Haven County, Connecticut",9009,13,5,2,0,0,0,0,22,24314,0.09%,15.87082774,Fourth
Kentucky,"Jefferson County, Kentucky",21111,4,1,1,0,0,0,0,7,36383,0.02%,15.8726181,Fourth
Washington,"Clark County, Washington",53011,6,0,0,0,0,0,0,6,10389,0.06%,15.87349281,Fourth
Montana,"Yellowstone County, Montana",30111,2,1,1,0,0,0,0,5,6266,0.08%,15.87811433,Fourth
Maine,"York County, Maine",23031,5,3,1,0,0,0,0,10,4045,0.25%,15.87817224,Fourth
Illinois,"Peoria County, Illinois",17143,1,0,0,0,0,0,0,1,6989,0.01%,15.87861318,Fourth
Missouri,"Greene County, Missouri",29077,1,0,0,0,0,0,0,1,16630,0.01%,15.8838774,Fourth
Minnesota,"Anoka County, Minnesota",27003,3,0,0,0,0,0,0,3,8361,0.04%,15.88686704,Fourth
Illinois,"Will County, Illinois",17197,5,1,3,0,0,0,0,12,9998,0.12%,15.89034739,Fourth
Colorado,"San Juan County, Colorado",8111,1,0,0,0,0,0,0,1,18,5.56%,15.89059081,Fourth
Arkansas,"Pulaski County, Arkansas",5119,2,0,0,0,0,1,1,2,26679,0.01%,15.89226017,Fourth
Texas,"Hays County, Texas",48209,0,0,1,0,0,0,0,2,3889,0.05%,15.89423614,Fourth
Alabama,"Jefferson County, Alabama",1073,10,1,1,0,0,0,0,13,33747,0.04%,15.89569533,Fourth
Pennsylvania,"Cumberland County, Pennsylvania",42041,3,0,1,0,0,0,0,5,3813,0.13%,15.89713915,Fourth
Massachusetts,"Essex County, Massachusetts",25009,19,12,9,1,0,1,1,50,15935,0.31%,15.90665509,Fourth
Louisiana,"Orleans Parish, Louisiana",22071,3,2,1,0,0,0,0,7,20564,0.03%,15.90720907,Fourth
Massachusetts,"Worcester County, Massachusetts",25027,7,3,1,1,0,1,1,13,18780,0.07%,15.90780138,Fourth
Utah,"Grand County, Utah",49019,1,0,0,0,0,0,0,1,263,0.38%,15.90865743,Fourth
Michigan,"Houghton County, Michigan",26061,2,0,0,0,0,0,0,2,462,0.43%,15.91712552,Fourth
Minnesota,"Wright County, Minnesota",27171,1,0,0,0,0,0,0,1,1919,0.05%,15.91715649,Fourth
Massachusetts,"Berkshire County, Massachusetts",25003,2,0,1,0,0,0,0,4,2954,0.14%,15.91885318,Fourth
Missouri,"Clay County, Missouri",29047,2,0,0,0,0,0,0,2,2839,0.07%,15.92174694,Fourth
Utah,"Salt Lake County, Utah",49035,5,1,0,0,0,0,0,6,52907,0.01%,15.92316466,Fourth
Nebraska,"Douglas County, Nebraska",31055,4,1,0,0,0,0,0,5,23063,0.02%,15.92317364,Fourth
Idaho,"Bannock County, Idaho",16005,4,0,0,0,0,0,0,4,2132,0.19%,15.92461206,Fourth
New Hampshire,"Belknap County, New Hampshire",33001,2,1,0,1,0,0,0,4,1800,0.22%,15.92784553,Fourth
Oregon,"Lane County, Oregon",41039,34,6,4,1,0,1,1,49,11322,0.43%,15.93293947,Fourth
Ohio,"Medina County, Ohio",39103,1,0,0,0,0,0,0,1,1868,0.05%,15.93610139,Fourth
Washington,"Snohomish County, Washington",53061,26,6,3,0,0,1,1,38,27604,0.14%,15.93704798,Fourth
New Hampshire,"Cheshire County, New Hampshire",33005,2,2,0,0,0,0,0,4,1537,0.26%,15.93944472,Fourth
California,"Yolo County, California",6113,5,1,1,0,0,1,1,8,6264,0.13%,15.94164662,Fourth
Virginia,"Chesapeake city, Virginia",51550,2,1,0,1,0,0,0,4,7444,0.05%,15.94465109,Fourth
Michigan,"Marquette County, Michigan",26103,3,0,0,0,0,0,0,3,1075,0.28%,15.94670102,Fourth
Connecticut,"Hartford County, Connecticut",9003,15,3,6,0,0,0,0,30,22951,0.13%,15.94950979,Fourth
Connecticut,"New London County, Connecticut",9011,2,3,0,0,0,0,0,5,3611,0.14%,15.9517688,Fourth
Virginia,"Radford city, Virginia",51750,1,0,0,0,0,0,0,1,587,0.17%,15.95227911,Fourth
South Dakota,"Pennington County, South Dakota",46103,2,0,0,1,0,0,0,3,3704,0.08%,15.95435811,Fourth
Kansas,"Butler County, Kansas",20015,2,1,0,0,0,0,0,3,1617,0.19%,15.95500719,Fourth
Ohio,"Athens County, Ohio",39009,1,0,1,0,0,0,0,3,1271,0.24%,15.9574892,Fourth
Louisiana,"East Baton Rouge Parish, Louisiana",22033,2,0,1,0,0,0,0,4,20851,0.02%,15.96124731,Fourth
Delaware,"New Castle County, Delaware",10003,1,0,0,0,0,0,0,1,19720,0.01%,15.97628551,Fourth
Kentucky,"Boone County, Kentucky",21015,1,0,1,0,0,0,0,3,2944,0.10%,15.98264506,Fourth
New Jersey,"Middlesex County, New Jersey",34023,8,6,2,0,0,0,0,18,13385,0.13%,15.98930032,Fourth
Utah,"Washington County, Utah",49053,3,1,0,0,0,0,0,4,2764,0.14%,15.99069083,Fourth
North Carolina,"Moore County, North Carolina",37125,0,0,0,0,1,0,1,1,2015,0.05%,15.99371135,Fourth
Arizona,"Coconino County, Arizona",4005,0,0,1,0,0,0,0,2,4879,0.04%,15.9948333,Fourth
Washington,"Whatcom County, Washington",53073,15,2,4,0,0,0,0,25,7219,0.35%,15.99495966,Fourth
Illinois,"McHenry County, Illinois",17111,4,0,0,0,0,0,0,4,3510,0.11%,15.9963453,Fourth
New York,"Erie County, New York",36029,5,0,1,0,0,1,1,7,28495,0.02%,16.00252273,Fourth
Texas,"Brazos County, Texas",48041,0,1,0,0,0,0,0,1,6144,0.02%,16.00735699,Fourth
South Dakota,"Union County, South Dakota",46127,0,0,0,1,0,0,0,1,123,0.81%,16.00754417,Fourth
Massachusetts,"Plymouth County, Massachusetts",25023,1,0,0,0,0,0,0,1,9054,0.01%,16.00935662,Fourth
New Jersey,"Sussex County, New Jersey",34037,0,1,0,0,0,0,0,1,1429,0.07%,16.01091113,Fourth
Connecticut,"Litchfield County, Connecticut",9005,1,2,0,0,0,0,0,3,1977,0.15%,16.01637951,Fourth
Kansas,"Ellis County, Kansas",20051,1,0,0,0,0,0,0,1,660,0.15%,16.01701302,Fourth
California,"San Luis Obispo County, California",6079,2,0,0,0,0,0,0,2,6860,0.03%,16.0170604,Fourth
Ohio,"Geauga County, Ohio",39055,1,0,0,0,0,0,0,1,709,0.14%,16.01953278,Fourth
Ohio,"Hamilton County, Ohio",39061,36,3,10,0,1,0,1,60,34434,0.17%,16.02387216,Fourth
Iowa,"Polk County, Iowa",19153,2,1,1,0,0,0,0,5,14919,0.03%,16.0266039,Fourth
Minnesota,"Ramsey County, Minnesota",27123,10,3,3,0,0,0,0,19,19855,0.10%,16.03048115,Fourth
Oklahoma,"Cleveland County, Oklahoma",40027,1,0,1,0,0,0,0,3,9452,0.03%,16.03158765,Fourth
Montana,"Flathead County, Montana",30029,0,0,1,0,1,0,1,3,2878,0.10%,16.03213554,Fourth
Washington,"Spokane County, Washington",53063,15,2,2,0,0,0,0,21,29502,0.07%,16.03324129,Top Fifth
South Dakota,"Lake County, South Dakota",46079,0,0,1,0,0,0,0,2,101,1.98%,16.04093496,Top Fifth
Kansas,"Thomas County, Kansas",20193,1,0,0,0,0,0,0,1,211,0.47%,16.0451843,Top Fifth
Colorado,"Custer County, Colorado",8027,1,0,0,0,0,0,0,1,40,2.50%,16.04925373,Top Fifth
Illinois,"Sangamon County, Illinois",17167,3,0,0,0,0,0,0,3,8784,0.03%,16.05680633,Top Fifth
California,"Contra Costa County, California",6013,12,2,5,0,0,0,0,24,35882,0.07%,16.05851132,Top Fifth
North Carolina,"Buncombe County, North Carolina",37021,1,0,2,0,0,0,0,5,7103,0.07%,16.06129668,Top Fifth
North Carolina,"Chatham County, North Carolina",37037,1,0,0,0,0,0,0,1,1369,0.07%,16.06192819,Top Fifth
California,"Alameda County, California",6001,33,9,9,1,0,0,0,61,67976,0.09%,16.06470795,Top Fifth
New Hampshire,"Hillsborough County, New Hampshire",33011,1,1,1,0,0,0,0,4,9289,0.04%,16.06605197,Top Fifth
New Jersey,"Mercer County, New Jersey",34021,2,2,1,0,0,0,0,6,8044,0.07%,16.07609761,Top Fifth
Ohio,"Franklin County, Ohio",39049,134,12,19,0,0,0,0,184,49599,0.37%,16.07656109,Top Fifth
Maryland,"Harford County, Maryland",24025,4,0,0,0,0,0,0,4,4281,0.09%,16.07698331,Top Fifth
Tennessee,"Knox County, Tennessee",47093,1,1,0,0,0,0,0,2,19905,0.01%,16.09666272,Top Fifth
Indiana,"Hendricks County, Indiana",18063,0,1,0,0,0,0,0,1,3164,0.03%,16.0976325,Top Fifth
Nebraska,"Buffalo County, Nebraska",31019,1,0,0,0,0,0,0,1,965,0.10%,16.10647943,Top Fifth
Colorado,"Denver County, Colorado",8031,10,3,6,0,0,0,0,25,26652,0.09%,16.11463216,Top Fifth
Minnesota,"Clay County, Minnesota",27027,0,0,1,0,0,0,0,2,1150,0.17%,16.11556661,Top Fifth
Vermont,"Addison County, Vermont",50001,0,1,0,0,0,0,0,1,445,0.22%,16.11779389,Top Fifth
Minnesota,"Blue Earth County, Minnesota",27013,3,0,2,0,0,0,0,7,1770,0.40%,16.12632106,Top Fifth
Alaska,"Anchorage Municipality, Alaska",2020,4,0,0,0,0,0,0,4,14364,0.03%,16.13004686,Top Fifth
Iowa,"Linn County, Iowa",19113,0,0,1,0,0,0,0,2,6591,0.03%,16.13246188,Top Fifth
New Hampshire,"Strafford County, New Hampshire",33017,2,1,1,1,0,0,0,6,3321,0.18%,16.13440099,Top Fifth
California,"El Dorado County, California",6017,0,1,0,0,0,0,0,1,3547,0.03%,16.13510361,Top Fifth
Vermont,"Windsor County, Vermont",50027,1,0,0,1,0,0,0,2,723,0.28%,16.13540519,Top Fifth
Vermont,"Lamoille County, Vermont",50015,1,0,0,0,0,0,0,1,160,0.63%,16.14755612,Top Fifth
Michigan,"Grand Traverse County, Michigan",26055,4,3,0,0,0,0,0,7,1190,0.59%,16.15280975,Top Fifth
Virginia,"Hanover County, Virginia",51085,1,0,0,0,0,0,0,1,1390,0.07%,16.15528183,Top Fifth
Texas,"Rockwall County, Texas",48397,1,0,0,0,0,0,0,1,1155,0.09%,16.15647663,Top Fifth
New York,"Monroe County, New York",36055,2,1,1,0,0,0,0,5,21510,0.02%,16.16409095,Top Fifth
North Carolina,"Watauga County, North Carolina",37189,0,0,1,0,0,0,0,2,870,0.23%,16.16467951,Top Fifth
Washington,"Kitsap County, Washington",53035,0,0,1,0,0,0,0,2,7909,0.03%,16.17479506,Top Fifth
Texas,"Travis County, Texas",48453,13,4,8,0,0,1,1,33,45530,0.07%,16.18062692,Top Fifth
Oregon,"Clackamas County, Oregon",41005,2,0,0,0,0,0,0,2,3356,0.06%,16.18112,Top Fifth
North Carolina,"Mecklenburg County, North Carolina",37119,1,0,0,0,0,0,0,1,39794,0.00%,16.18764865,Top Fifth
Virginia,"Virginia Beach city, Virginia",51810,2,0,3,0,0,0,0,8,10543,0.08%,16.18848637,Top Fifth
Michigan,"Emmet County, Michigan",26047,1,0,0,0,0,0,0,1,429,0.23%,16.18947635,Top Fifth
Washington,"Thurston County, Washington",53067,2,0,0,0,0,0,0,2,7956,0.03%,16.20125342,Top Fifth
North Dakota,"Grand Forks County, North Dakota",38035,0,1,0,0,0,0,0,1,1963,0.05%,16.2048847,Top Fifth
Illinois,"Lake County, Illinois",17097,1,0,0,0,0,0,0,1,12162,0.01%,16.20799555,Top Fifth
Wisconsin,"La Crosse County, Wisconsin",55063,2,0,0,0,0,0,0,2,2559,0.08%,16.21367211,Top Fifth
Texas,"Fort Bend County, Texas",48157,1,0,0,0,0,0,0,1,12516,0.01%,16.22125929,Top Fifth
Michigan,"Livingston County, Michigan",26093,0,0,0,1,1,0,1,2,1707,0.12%,16.22901426,Top Fifth
North Dakota,"Burleigh County, North Dakota",38015,2,0,0,0,0,0,0,2,2136,0.09%,16.23005096,Top Fifth
New Hampshire,"Merrimack County, New Hampshire",33013,2,0,2,0,0,0,0,6,2394,0.25%,16.23032826,Top Fifth
Florida,"Seminole County, Florida",12117,0,2,0,0,0,0,0,2,11502,0.02%,16.23560046,Top Fifth
North Carolina,"New Hanover County, North Carolina",37129,5,1,0,0,0,0,0,6,9127,0.07%,16.23979366,Top Fifth
Oregon,"Washington County, Oregon",41067,5,1,2,0,0,0,0,10,10657,0.09%,16.24226396,Top Fifth
Washington,"Island County, Washington",53029,3,0,0,1,0,0,0,4,1124,0.36%,16.24786652,Top Fifth
New York,"Nassau County, New York",36059,7,45,1,0,0,0,0,54,17604,0.31%,16.25044583,Top Fifth
Oklahoma,"Payne County, Oklahoma",40119,1,1,0,1,0,0,0,3,2361,0.13%,16.25228369,Top Fifth
Wisconsin,"St. Croix County, Wisconsin",55109,1,1,1,0,0,0,0,4,1176,0.34%,16.25310787,Top Fifth
Missouri,"St. Charles County, Missouri",29183,2,2,1,0,0,0,0,6,6099,0.10%,16.25657087,Top Fifth
South Carolina,"Charleston County, South Carolina",45019,2,0,0,0,0,0,0,2,12665,0.02%,16.25916946,Top Fifth
Texas,"Williamson County, Texas",48491,3,2,2,0,0,0,0,9,9248,0.10%,16.25968004,Top Fifth
Massachusetts,"Franklin County, Massachusetts",25011,0,0,0,1,1,0,1,2,1408,0.14%,16.26671628,Top Fifth
Texas,"Denton County, Texas",48121,4,0,1,0,0,0,0,6,14359,0.04%,16.26866771,Top Fifth
California,"San Mateo County, California",6081,5,6,5,0,0,0,0,21,15747,0.13%,16.27310262,Top Fifth
Colorado,"Teller County, Colorado",8119,1,0,0,0,0,0,0,1,360,0.28%,16.27788527,Top Fifth
New York,"Westchester County, New York",36119,3,6,2,0,0,0,0,13,12070,0.11%,16.28164795,Top Fifth
Colorado,"Arapahoe County, Colorado",8005,19,1,5,0,0,0,0,30,17317,0.17%,16.30120249,Top Fifth
Minnesota,"Scott County, Minnesota",27139,0,1,0,0,0,0,0,1,2181,0.05%,16.30307658,Top Fifth
Nebraska,"Lancaster County, Nebraska",31109,13,3,2,0,1,0,1,21,10458,0.20%,16.30350286,Top Fifth
Connecticut,"Fairfield County, Connecticut",9001,22,13,3,0,0,0,0,41,17221,0.24%,16.31470069,Top Fifth
Oregon,"Multnomah County, Oregon",41051,9,4,3,0,0,0,0,19,43289,0.04%,16.31520619,Top Fifth
Pennsylvania,"Allegheny County, Pennsylvania",42003,12,2,1,0,0,0,0,16,29394,0.05%,16.32068037,Top Fifth
Michigan,"Kalamazoo County, Michigan",26077,5,0,0,0,0,0,0,5,8494,0.06%,16.32293117,Top Fifth
Kentucky,"Fayette County, Kentucky",21067,26,9,4,1,1,0,1,45,14270,0.32%,16.32896479,Top Fifth
California,"Santa Clara County, California",6085,17,12,2,0,0,0,0,33,47760,0.07%,16.33028531,Top Fifth
Idaho,"Ada County, Idaho",16001,1,4,1,0,0,0,0,7,7994,0.09%,16.33526602,Top Fifth
Ohio,"Greene County, Ohio",39057,9,3,1,1,0,0,0,15,3912,0.38%,16.34284981,Top Fifth
Virginia,"Stafford County, Virginia",51179,4,0,0,0,0,0,0,4,2364,0.17%,16.3455741,Top Fifth
Montana,"Lewis and Clark County, Montana",30049,3,3,0,0,0,0,0,6,1816,0.33%,16.34705793,Top Fifth
California,"Placer County, California",6061,7,4,0,0,0,0,0,11,7239,0.15%,16.35344391,Top Fifth
Ohio,"Warren County, Ohio",39165,0,0,1,0,0,0,0,2,2675,0.07%,16.36003785,Top Fifth
New Jersey,"Bergen County, New Jersey",34003,4,10,2,0,0,0,0,18,10603,0.17%,16.36018444,Top Fifth
New Jersey,"Monmouth County, New Jersey",34025,11,2,1,1,0,0,0,16,11530,0.14%,16.36037188,Top Fifth
Utah,"Davis County, Utah",49011,5,1,0,0,0,0,0,6,5854,0.10%,16.36133542,Top Fifth
California,"San Francisco County, California",6075,11,7,14,0,1,4,5,47,52758,0.09%,16.36318956,Top Fifth
Michigan,"Ingham County, Michigan",26065,7,2,0,0,0,0,0,9,8266,0.11%,16.36829083,Top Fifth
Vermont,"Washington County, Vermont",50023,1,0,0,0,0,0,0,1,870,0.11%,16.37973385,Top Fifth
Connecticut,"Tolland County, Connecticut",9013,1,0,0,0,0,0,0,1,767,0.13%,16.37996433,Top Fifth
Connecticut,"Middlesex County, Connecticut",9007,3,1,0,0,0,0,0,4,1845,0.22%,16.38090095,Top Fifth
North Carolina,"Durham County, North Carolina",37063,2,1,0,0,0,0,0,3,14497,0.02%,16.38208645,Top Fifth
Nebraska,"Sarpy County, Nebraska",31153,0,0,1,0,0,0,0,2,2269,0.09%,16.38488654,Top Fifth
Colorado,"El Paso County, Colorado",8041,2,1,5,0,0,0,0,13,22231,0.06%,16.3918471,Top Fifth
New Hampshire,"Rockingham County, New Hampshire",33015,4,1,0,0,0,0,0,5,4881,0.10%,16.40993881,Top Fifth
Massachusetts,"Dukes County, Massachusetts",25007,0,0,0,0,1,0,1,1,245,0.41%,16.41120541,Top Fifth
New York,"Albany County, New York",36001,2,0,0,0,0,0,0,2,9219,0.02%,16.41495468,Top Fifth
Utah,"Utah County, Utah",49049,3,2,1,0,0,0,0,7,9487,0.07%,16.41833477,Top Fifth
Minnesota,"Dakota County, Minnesota",27037,10,0,1,0,0,0,0,12,8722,0.14%,16.44394285,Top Fifth
New York,"Saratoga County, New York",36091,0,2,0,0,0,0,0,2,2996,0.07%,16.44873618,Top Fifth
Washington,"Jefferson County, Washington",53031,0,1,0,0,0,0,0,1,843,0.12%,16.48437309,Top Fifth
Pennsylvania,"Centre County, Pennsylvania",42027,2,0,0,1,0,0,0,3,1970,0.15%,16.50169011,Top Fifth
Missouri,"St. Louis County, Missouri",29189,3,1,1,0,0,0,0,6,26139,0.02%,16.5110419,Top Fifth
Rhode Island,"Newport County, Rhode Island",44005,1,1,0,0,0,0,0,2,1997,0.10%,16.51632502,Top Fifth
Illinois,"DuPage County, Illinois",17043,2,0,0,0,0,0,0,2,12508,0.02%,16.52530026,Top Fifth
Illinois,"McLean County, Illinois",17113,3,0,0,0,0,0,0,3,3724,0.08%,16.5254008,Top Fifth
Colorado,"Jefferson County, Colorado",8059,1,0,0,0,0,0,0,1,16590,0.01%,16.52883384,Top Fifth
Massachusetts,"Barnstable County, Massachusetts",25001,2,0,4,1,0,0,0,11,5243,0.21%,16.53273183,Top Fifth
Florida,"St. Johns County, Florida",12109,0,0,1,0,0,0,0,2,4419,0.05%,16.53418865,Top Fifth
Alaska,"Juneau City and Borough, Alaska",2110,6,0,0,0,0,0,0,6,1061,0.57%,16.53499641,Top Fifth
South Dakota,"Brookings County, South Dakota",46011,0,0,0,1,0,0,0,1,468,0.21%,16.54595399,Top Fifth
Minnesota,"Hennepin County, Minnesota",27053,40,21,7,0,0,0,0,75,42770,0.18%,16.54860279,Top Fifth
Maine,"Cumberland County, Maine",23005,7,6,3,0,0,0,0,19,6562,0.29%,16.5538674,Top Fifth
Florida,"Alachua County, Florida",12001,4,0,0,0,0,0,0,4,9091,0.04%,16.56829232,Top Fifth
Minnesota,"Washington County, Minnesota",27163,3,1,0,0,0,0,0,4,5353,0.07%,16.58061259,Top Fifth
Michigan,"Oakland County, Michigan",26125,22,4,4,0,0,0,0,34,18944,0.18%,16.60628958,Top Fifth
Virginia,"York County, Virginia",51199,1,0,0,0,0,0,0,1,1218,0.08%,16.61495714,Top Fifth
Minnesota,"Carver County, Minnesota",27019,1,0,0,0,0,0,0,1,1027,0.10%,16.61737251,Top Fifth
Georgia,"Fulton County, Georgia",13121,0,0,5,0,0,0,0,10,55141,0.02%,16.64914351,Top Fifth
Washington,"King County, Washington",53033,109,40,44,0,1,9,10,238,100616,0.24%,16.65556781,Top Fifth
North Carolina,"Wake County, North Carolina",37183,18,7,6,0,0,0,0,37,22151,0.17%,16.67785742,Top Fifth
Indiana,"Monroe County, Indiana",18105,7,0,2,0,0,0,0,11,4176,0.26%,16.6948554,Top Fifth
Texas,"Collin County, Texas",48085,6,0,2,0,0,0,0,10,16724,0.06%,16.6954315,Top Fifth
New Jersey,"Morris County, New Jersey",34027,1,1,0,0,0,0,0,2,4970,0.04%,16.73049602,Top Fifth
Virginia,"Montgomery County, Virginia",51121,0,1,0,0,0,0,0,1,1494,0.07%,16.74979554,Top Fifth
New York,"New York County, New York",36061,74,183,79,1,5,19,24,421,36104,1.17%,16.75099041,Top Fifth
Missouri,"Boone County, Missouri",29019,5,0,2,0,0,0,0,9,5743,0.16%,16.75412093,Top Fifth
Vermont,"Chittenden County, Vermont",50007,5,1,3,0,0,0,0,12,3404,0.35%,16.76464059,Top Fifth
Massachusetts,"Hampshire County, Massachusetts",25015,2,1,1,0,0,0,0,5,2826,0.18%,16.77137254,Top Fifth
Illinois,"Champaign County, Illinois",17019,1,2,1,0,1,0,1,6,6201,0.10%,16.78236113,Top Fifth
Colorado,"Larimer County, Colorado",8069,9,6,1,0,0,0,0,17,7555,0.23%,16.7911949,Top Fifth
Colorado,"Summit County, Colorado",8117,0,2,1,0,0,0,0,4,777,0.51%,16.8009948,Top Fifth
Massachusetts,"Norfolk County, Massachusetts",25021,14,2,3,0,3,0,3,25,9606,0.26%,16.81578707,Top Fifth
Massachusetts,"Middlesex County, Massachusetts",25017,58,36,13,3,1,5,6,124,24956,0.50%,16.85341141,Top Fifth
New Jersey,"Somerset County, New Jersey",34035,0,0,1,0,0,0,0,2,4010,0.05%,16.85857725,Top Fifth
Idaho,"Latah County, Idaho",16057,0,0,1,0,0,0,0,2,926,0.22%,16.88197767,Top Fifth
Wisconsin,"Dane County, Wisconsin",55025,9,7,1,0,0,0,0,18,12282,0.15%,16.89318146,Top Fifth
District of Columbia,"District of Columbia, District of Columbia",11001,26,18,40,1,0,19,19,125,42346,0.30%,16.91527159,Top Fifth
Washington,"San Juan County, Washington",53055,0,0,0,0,0,1,1,0,164,0.00%,16.91913185,Top Fifth
Ohio,"Delaware County, Ohio",39041,2,0,0,0,0,0,0,2,2561,0.08%,16.93948892,Top Fifth
Virginia,"Loudoun County, Virginia",51107,6,1,2,0,0,0,0,11,3701,0.30%,16.98685636,Top Fifth
Kansas,"Johnson County, Kansas",20091,3,2,0,0,0,0,0,5,9478,0.05%,16.999006,Top Fifth
Virginia,"Fairfax County, Virginia",51059,0,1,0,0,0,0,0,1,16412,0.01%,17.02714156,Top Fifth
California,"Marin County, California",6041,2,1,0,0,0,0,0,3,5019,0.06%,17.04865141,Top Fifth
Tennessee,"Williamson County, Tennessee",47187,0,1,0,0,0,0,0,1,2475,0.04%,17.08614443,Top Fifth
Iowa,"Johnson County, Iowa",19103,4,0,0,0,0,0,0,4,3186,0.13%,17.10659551,Top Fifth
Colorado,"Pitkin County, Colorado",8097,0,1,0,0,0,0,0,1,396,0.25%,17.10975972,Top Fifth
Virginia,"Alexandria city, Virginia",51510,0,0,2,0,0,0,0,4,3267,0.12%,17.16165897,Top Fifth
Washington,"Whitman County, Washington",53075,0,1,1,0,0,0,0,3,893,0.34%,17.21125654,Top Fifth
Michigan,"Washtenaw County, Michigan",26161,3,1,0,0,0,0,0,4,7632,0.05%,17.2392056,Top Fifth
Oregon,"Benton County, Oregon",41003,1,1,0,0,0,0,0,2,2620,0.08%,17.24448111,Top Fifth
Virginia,"Williamsburg city, Virginia",51830,1,0,0,0,0,0,0,1,350,0.29%,17.27111233,Top Fifth
Colorado,"Douglas County, Colorado",8035,2,0,0,0,0,0,0,2,3619,0.06%,17.28371352,Top Fifth
Colorado,"Boulder County, Colorado",8013,7,2,1,0,0,0,0,11,6583,0.17%,17.32452058,Top Fifth
Virginia,"Falls Church city, Virginia",51610,0,1,0,0,0,0,0,1,239,0.42%,18.38947256,Top Fifth
